iter	Logloss
533	0.4780157515
534	0.4779924334
535	0.4779656535
536	0.4779439058
537	0.4779150298
538	0.4778703035
539	0.4778356264
540	0.4778121703
541	0.4777706174
542	0.4777567284
543	0.4777327358
544	0.4776953096
545	0.4776747416
546	0.4776487286
547	0.4776143527
548	0.4775894552
549	0.4775639409
550	0.4775399448
551	0.4775029365
552	0.4774748725
553	0.4774537575
554	0.4774208101
555	0.4773819955
556	0.4773244554
557	0.4772832738
558	0.4772597623
559	0.4772458452
560	0.4772269735
561	0.4772124589
562	0.4771788298
563	0.4771592064
564	0.4771236656
565	0.4771023175
566	0.4770521373
567	0.4770278746
568	0.4770039335
569	0.4769654736
570	0.4769330689
571	0.4768926813
572	0.4768615459
573	0.4768488377
574	0.476820654
575	0.4768080459
576	0.4767748681
577	0.4767626012
578	0.4767422087
579	0.4767188724
580	0.4766851121
581	0.4766575736
582	0.4766304717
583	0.4766271542
584	0.4766059933
585	0.4765675373
586	0.4765180847
587	0.4764662915
588	0.4764316695
589	0.4764206381
590	0.4763993034
591	0.4763648484
592	0.476346362
593	0.4763203286
594	0.4762986493
595	0.4762559049
596	0.4762262554
597	0.4761966798
598	0.4761647604
599	0.4761241621
600	0.4761011007
601	0.4760640912
602	0.4760031442
603	0.4759622392
604	0.4759245764
605	0.4759099064
606	0.4758839124
607	0.4758809798
608	0.4758585093
609	0.4758398237
610	0.4758141629
611	0.4757825957
612	0.475755039
613	0.4757273416
614	0.4756958836
615	0.4756388301
616	0.4755867827
617	0.4755655703
618	0.4755397104
619	0.4755185139
620	0.4754739074
621	0.4754458997
622	0.4754352797
623	0.475403335
624	0.4753722441
625	0.4753444886
626	0.4753013062
627	0.4752773291
628	0.475242786
629	0.4752064382
630	0.4751708347
631	0.4751478405
632	0.4751247771
633	0.4750886436
634	0.475046802
635	0.4750052572
636	0.4749785788
637	0.4749475941
638	0.4749065874
639	0.474874803
640	0.4748551892
641	0.4748351097
642	0.4747906418
643	0.4747547052
644	0.4747322683
645	0.4747053927
646	0.4746918135
647	0.4746514506
648	0.4746232266
649	0.474597001
650	0.474567365
651	0.4745489231
652	0.4745067998
653	0.4744839298
654	0.474456784
655	0.4744240569
656	0.474387494
657	0.4743717507
658	0.4743513173
659	0.4743258065
660	0.4742992698
661	0.474284328
662	0.4742352788
663	0.4741974468
664	0.4741925044
665	0.4741705165
666	0.4741345023
667	0.4740995058
668	0.4740612381
669	0.4740329252
670	0.4740028487
671	0.4739669002
672	0.4739455995
673	0.4739143791
674	0.4738891978
675	0.473863064
676	0.473813632
677	0.4737859753
678	0.47377395
679	0.4737479438
680	0.4737232094
681	0.4737024208
682	0.4736726987
683	0.4736522984
684	0.4736270099
685	0.4736029433
686	0.4735672452
687	0.473538832
688	0.4735207299
689	0.4734869473
690	0.4734437112
691	0.4734200194
692	0.4733664949
693	0.4733433388
694	0.4733185317
695	0.4733017221
696	0.4732835469
697	0.4732648108
698	0.4732439777
699	0.4732209702
700	0.4731834737
701	0.4731634549
702	0.4731379342
703	0.4731134197
704	0.4731029668
705	0.4730909484
706	0.4730514169
707	0.4730213224
708	0.4729839232
709	0.4729574871
710	0.4729276117
711	0.4728949535
712	0.4728597869
713	0.4728396092
714	0.4728148333
715	0.4727805144
716	0.4727547454
717	0.4727373297
718	0.4727191846
719	0.4727073973
720	0.4726748689
721	0.4726512323
722	0.4726097672
723	0.47259485
724	0.4725899233
725	0.4725357342
726	0.4725047977
727	0.4724546275
728	0.4724218261
729	0.4723802175
730	0.4723541631
731	0.4723445502
732	0.4723205181
733	0.4722799979
734	0.4722631837
735	0.4722333558
736	0.4721977094
737	0.4721858323
738	0.4721754727
739	0.4721480022
740	0.4721261594
741	0.4721006167
742	0.4720587712
743	0.4720385235
744	0.4720024385
745	0.4719716134
746	0.4719388164
747	0.4719244826
748	0.4719052038
749	0.4718773678
750	0.4718491316
751	0.4718293927
752	0.4718083025
753	0.4717788073
754	0.4717567757
755	0.4717281479
756	0.471704109
757	0.4716601489
758	0.4716519029
759	0.4716238791
760	0.4716144867
761	0.4715904887
762	0.471560292
763	0.4715226267
764	0.4714898646
765	0.4714775309
766	0.4714640304
767	0.4714334339
768	0.4714031491
769	0.4713662097
770	0.4713464974
771	0.4713255601
772	0.4713035826
773	0.4712888548
774	0.4712704461
775	0.4712521359
776	0.471222273
777	0.4711964799
778	0.4711722486
779	0.4711381093
780	0.4711188654
781	0.471086843
782	0.4710489362
783	0.4710168429
784	0.4709693893
785	0.4709623002
786	0.4709336603
787	0.4709141429
788	0.4708829895
789	0.470852748
790	0.4708223095
791	0.4707860234
792	0.4707526993
793	0.47072602
794	0.4707120816
795	0.4706845117
796	0.4706586361
797	0.4706140404
798	0.4705858688
799	0.4705533917
800	0.4705334983
801	0.4705001816
802	0.4704787739
803	0.4704552931
804	0.4704391337
805	0.4703998024
806	0.4703740738
807	0.4703587569
808	0.4703564081
809	0.4703403168
810	0.4703220124
811	0.4702851406
812	0.4702514205
813	0.4702258476
814	0.4701903392
815	0.4701493679
816	0.4701298845
817	0.4701159571
818	0.470090522
819	0.4700698135
820	0.4700451274
821	0.470017262
822	0.4699963474
823	0.4699806043
824	0.4699644768
825	0.4699392411
826	0.469917943
827	0.4698866911
828	0.4698442486
829	0.4698188518
830	0.4697936584
831	0.4697709234
832	0.4697683672
833	0.469721174
834	0.4697005856
835	0.4696729271
836	0.4696387861
837	0.4696246085
838	0.4696123819
839	0.4695822578
840	0.4695531512
841	0.4695119433
842	0.4694890952
843	0.4694628517
844	0.4694421914
845	0.4694191841
846	0.4693983166
847	0.4693806813
848	0.4693405231
849	0.4693270519
850	0.469302481
851	0.4692815818
852	0.4692567502
853	0.4692329255
854	0.4692159414
855	0.4691978343
856	0.4691786089
857	0.4691506789
858	0.46911833
859	0.4691040772
860	0.4690779751
861	0.4690499071
862	0.4690311746
863	0.4690140925
864	0.4689870344
865	0.4689748018
866	0.4689515486
867	0.4689184494
868	0.468897341
869	0.4688779438
870	0.4688553527
871	0.4688208476
872	0.4687923988
873	0.4687665965
874	0.4687476904
875	0.4687209231
876	0.4686903085
877	0.4686815288
878	0.468645068
879	0.4686270049
880	0.4686031006
881	0.4685790205
882	0.468544937
883	0.4685221007
884	0.4685004402
885	0.4684703443
886	0.4684387098
887	0.4683912869
888	0.4683767768
889	0.4683360134
890	0.468313616
891	0.4682957784
892	0.4682716494
893	0.4682709799
894	0.4682543573
895	0.4682187443
896	0.4681889998
897	0.4681517741
898	0.4681017426
899	0.4680826796
900	0.4680572272
901	0.4680341453
902	0.4680148076
903	0.4679918275
904	0.4679578043
905	0.4679366366
906	0.4679044591
907	0.4678814917
908	0.4678514186
909	0.4678288388
910	0.4678074716
911	0.4677820656
912	0.4677585052
913	0.4677464464
914	0.4677178838
915	0.4676965223
916	0.4676805859
917	0.4676637922
918	0.4676397802
919	0.4676143294
920	0.4676018232
921	0.4675857044
922	0.4675573766
923	0.4675211408
924	0.4675043723
925	0.4674885838
926	0.4674462827
927	0.4674249771
928	0.4674075988
929	0.4673779567
930	0.4673583322
931	0.4673180173
932	0.467297374
933	0.4672604057
934	0.4672428847
935	0.467212746
936	0.4671907855
937	0.4671698183
938	0.4671414454
939	0.4671235648
940	0.4670869902
941	0.467076812
942	0.4670316833
943	0.4670192779
944	0.4670132409
945	0.4669948155
946	0.4669686034
947	0.4669486214
948	0.4669301969
949	0.4668974185
950	0.466878237
951	0.4668616219
952	0.4668371955
953	0.4668142223
954	0.4667884257
955	0.4667606253
956	0.466744093
957	0.4667202647
958	0.4666821595
959	0.4666715405
960	0.4666592005
961	0.466642745
962	0.4666321904
963	0.4666042315
964	0.466579767
965	0.4665458994
966	0.4665216993
967	0.4665077642
968	0.466483397
969	0.4664827773
970	0.4664673821
971	0.4664370378
972	0.4664062624
973	0.4663829634
974	0.4663628825
975	0.4663517729
976	0.4663433664
977	0.4663327237
978	0.4663089343
979	0.466295252
980	0.4662651181
981	0.4662506912
982	0.4662274873
983	0.4662110524
984	0.4661818673
985	0.4661680036
986	0.4661376678
987	0.4661059917
988	0.4660990935
989	0.4660671864
990	0.4660407548
991	0.4660115094
992	0.4660030632
993	0.465972151
994	0.4659369414
995	0.4659178325
996	0.4659068709
997	0.4658936022
998	0.4658664125
999	0.4658316361
