Fetch_Time,Data_Time,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.53842,29.0,80,7.2,20,1001.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.56158,29.0,80,7.2,20,1001.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.58474,29.0,80,7.2,20,1000.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.60789,28.5,81,6.7,32,1001.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.63105,29.0,79,5.1,31,1001.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.65421,29.0,79,5.1,31,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.67737,28.6,80,6.5,40,1002.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.70053,29.2,77,4.5,39,1000.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.72368,29.2,77,4.5,39,1001.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.74684,29.2,77,4.5,39,1000.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.32211,106.77,29.5,74,4.5,42,1000.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.33,28.9,78,6.7,16,1003.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.35316,28.9,78,6.7,16,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.37632,28.9,78,6.7,16,1003.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.39947,28.8,80,9.0,15,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.42263,28.8,80,9.0,15,1002.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.44579,28.8,80,9.0,15,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.46895,28.8,81,8.8,13,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.49211,28.8,81,8.8,13,1001.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.51526,28.8,81,8.8,13,1002.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.53842,29.0,80,7.2,20,1002.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.56158,29.0,80,7.2,20,1002.2,0
