Fetch_Time,Forecast_Target_Time,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
2026-05-19 01:14:41,2026-05-18T01:00,-6.36,106.33,24.4,93,3.4,98,1002.8,0
2026-05-19 01:14:41,2026-05-18T02:00,-6.36,106.33,23.8,95,3.6,99,1002.4,0
2026-05-19 01:14:41,2026-05-18T03:00,-6.36,106.33,23.5,96,3.2,97,1002.0,0
2026-05-19 01:14:41,2026-05-18T04:00,-6.36,106.33,23.5,95,2.3,90,1002.0,0
2026-05-19 01:14:41,2026-05-18T05:00,-6.36,106.33,23.4,94,2.2,92,1002.0,0
2026-05-19 01:14:41,2026-05-18T06:00,-6.36,106.33,23.4,89,3.2,92,1002.2,0
2026-05-19 01:14:41,2026-05-18T07:00,-6.36,106.33,25.2,82,4.1,34,1003.2,0
2026-05-19 01:14:41,2026-05-18T08:00,-6.36,106.33,26.6,79,3.6,8,1003.6,0
2026-05-19 01:14:41,2026-05-18T09:00,-6.36,106.33,28.5,73,2.7,13,1004.0,0
2026-05-19 01:14:41,2026-05-18T10:00,-6.36,106.33,30.0,67,0.9,2,1003.6,0
2026-05-19 01:14:41,2026-05-18T11:00,-6.36,106.33,31.0,64,3.1,2,1002.8,0
2026-05-19 01:14:41,2026-05-18T12:00,-6.36,106.33,31.7,61,6.7,6,1002.0,0
2026-05-19 01:14:41,2026-05-18T13:00,-6.36,106.33,32.5,53,8.7,6,1001.0,0
2026-05-19 01:14:41,2026-05-18T14:00,-6.36,106.33,32.4,53,9.0,10,1000.4,0
2026-05-19 01:14:41,2026-05-18T15:00,-6.36,106.33,31.6,59,11.2,20,999.9,0
2026-05-19 01:14:41,2026-05-18T16:00,-6.36,106.33,30.6,65,10.5,59,999.9,0
2026-05-19 01:14:41,2026-05-18T17:00,-6.36,106.33,29.5,73,7.6,37,1000.2,0
2026-05-19 01:14:41,2026-05-18T18:00,-6.36,106.33,28.4,77,8.2,18,1001.0,0
2026-05-19 01:14:41,2026-05-18T19:00,-6.36,106.33,27.6,82,8.2,21,1002.0,0
2026-05-19 01:14:41,2026-05-18T20:00,-6.36,106.33,26.9,86,5.4,68,1003.0,0
2026-05-19 01:14:41,2026-05-18T21:00,-6.36,106.33,26.4,88,5.5,84,1004.0,0
2026-05-19 01:14:41,2026-05-18T22:00,-6.36,106.33,26.0,88,6.4,90,1004.4,0
2026-05-19 01:14:41,2026-05-18T23:00,-6.36,106.33,25.9,88,6.6,96,1004.1,0
2026-05-19 01:14:41,2026-05-19T00:00,-6.36,106.33,25.9,88,6.7,95,1003.9,0
2026-05-19 01:14:41,2026-05-19T01:00,-6.36,106.33,25.6,88,5.2,80,1003.2,0
2026-05-19 01:14:41,2026-05-19T02:00,-6.36,106.33,25.4,89,4.9,90,1002.7,0
2026-05-19 01:14:41,2026-05-19T03:00,-6.36,106.33,25.2,89,5.2,95,1002.5,0
2026-05-19 01:14:41,2026-05-19T04:00,-6.36,106.33,25.0,90,4.7,96,1002.3,0
2026-05-19 01:14:41,2026-05-19T05:00,-6.36,106.33,24.9,91,4.0,99,1002.3,0
2026-05-19 01:14:41,2026-05-19T06:00,-6.36,106.33,24.6,92,3.8,84,1002.7,0
2026-05-19 01:14:41,2026-05-19T07:00,-6.36,106.33,25.7,89,3.9,74,1003.3,0
2026-05-19 01:14:41,2026-05-19T08:00,-6.36,106.33,27.3,84,3.6,72,1004.0,0
2026-05-19 01:14:41,2026-05-19T09:00,-6.36,106.33,28.7,75,7.3,31,1004.6,0
2026-05-19 01:14:41,2026-05-19T10:00,-6.36,106.33,29.5,72,8.3,24,1004.5,0
2026-05-19 01:14:41,2026-05-19T11:00,-6.36,106.33,30.0,71,8.3,100,1003.7,0
2026-05-19 01:14:41,2026-05-19T12:00,-6.36,106.33,26.6,90,10.7,55,1003.3,1
2026-05-19 01:14:41,2026-05-19T13:00,-6.36,106.33,27.8,83,5.1,65,1002.8,1
2026-05-19 01:14:41,2026-05-19T14:00,-6.36,106.33,26.8,90,11.3,45,1001.8,1
2026-05-19 01:14:41,2026-05-19T15:00,-6.36,106.33,27.0,93,6.8,21,1001.0,1
2026-05-19 01:14:41,2026-05-19T16:00,-6.36,106.33,27.6,91,2.2,9,1000.6,1
2026-05-19 01:14:41,2026-05-19T17:00,-6.36,106.33,27.5,92,4.5,30,1000.5,0
2026-05-19 01:14:41,2026-05-19T18:00,-6.36,106.33,26.1,97,11.3,44,1001.1,0
2026-05-19 01:14:41,2026-05-19T19:00,-6.36,106.33,25.5,97,2.2,23,1001.7,1
2026-05-19 01:14:41,2026-05-19T20:00,-6.36,106.33,25.3,97,4.1,16,1003.0,0
2026-05-19 01:14:41,2026-05-19T21:00,-6.36,106.33,25.1,97,4.2,6,1003.4,0
2026-05-19 01:14:41,2026-05-19T22:00,-6.36,106.33,24.9,98,2.0,4,1003.9,0
2026-05-19 01:14:41,2026-05-19T23:00,-6.36,106.33,24.6,99,0.7,12,1003.9,0
2026-05-19 01:14:41,2026-05-20T00:00,-6.36,106.33,24.5,99,2.2,33,1003.6,0
2026-05-19 01:14:41,2026-05-18T01:00,-6.36,106.35316,24.4,93,3.4,98,1002.6,0
2026-05-19 01:14:41,2026-05-18T02:00,-6.36,106.35316,23.8,95,3.6,99,1002.1,0
2026-05-19 01:14:41,2026-05-18T03:00,-6.36,106.35316,23.5,96,3.2,97,1001.7,0
2026-05-19 01:14:41,2026-05-18T04:00,-6.36,106.35316,23.5,95,2.3,90,1001.7,0
2026-05-19 01:14:41,2026-05-18T05:00,-6.36,106.35316,23.4,94,2.2,92,1001.7,0
2026-05-19 01:14:41,2026-05-18T06:00,-6.36,106.35316,23.4,89,3.2,92,1001.9,0
2026-05-19 01:14:41,2026-05-18T07:00,-6.36,106.35316,25.2,82,4.1,34,1003.0,0
2026-05-19 01:14:41,2026-05-18T08:00,-6.36,106.35316,26.6,79,3.6,8,1003.4,0
2026-05-19 01:14:41,2026-05-18T09:00,-6.36,106.35316,28.5,73,2.7,13,1003.7,0
2026-05-19 01:14:41,2026-05-18T10:00,-6.36,106.35316,30.0,67,0.9,2,1003.4,0
2026-05-19 01:14:41,2026-05-18T11:00,-6.36,106.35316,31.0,64,3.1,2,1002.6,0
2026-05-19 01:14:41,2026-05-18T12:00,-6.36,106.35316,31.7,61,6.7,6,1001.8,0
2026-05-19 01:14:41,2026-05-18T13:00,-6.36,106.35316,32.5,53,8.7,6,1000.7,0
2026-05-19 01:14:41,2026-05-18T14:00,-6.36,106.35316,32.4,53,9.0,10,1000.1,0
2026-05-19 01:14:41,2026-05-18T15:00,-6.36,106.35316,31.6,59,11.2,20,999.7,0
2026-05-19 01:14:41,2026-05-18T16:00,-6.36,106.35316,30.6,65,10.5,59,999.7,0
2026-05-19 01:14:41,2026-05-18T17:00,-6.36,106.35316,29.5,73,7.6,37,1000.0,0
2026-05-19 01:14:41,2026-05-18T18:00,-6.36,106.35316,28.4,77,8.2,18,1000.7,0
2026-05-19 01:14:41,2026-05-18T19:00,-6.36,106.35316,27.6,82,8.2,21,1001.7,0
2026-05-19 01:14:41,2026-05-18T20:00,-6.36,106.35316,26.9,86,5.4,68,1002.8,0
2026-05-19 01:14:41,2026-05-18T21:00,-6.36,106.35316,26.4,88,5.5,84,1003.8,0
2026-05-19 01:14:41,2026-05-18T22:00,-6.36,106.35316,26.0,88,6.4,90,1004.2,0
2026-05-19 01:14:41,2026-05-18T23:00,-6.36,106.35316,25.9,88,6.6,96,1003.9,0
2026-05-19 01:14:41,2026-05-19T00:00,-6.36,106.35316,25.9,88,6.7,95,1003.7,0
2026-05-19 01:14:41,2026-05-19T01:00,-6.36,106.35316,25.6,88,5.2,80,1003.0,0
2026-05-19 01:14:41,2026-05-19T02:00,-6.36,106.35316,25.4,89,4.9,90,1002.5,0
2026-05-19 01:14:41,2026-05-19T03:00,-6.36,106.35316,25.2,89,5.2,95,1002.3,0
2026-05-19 01:14:41,2026-05-19T04:00,-6.36,106.35316,25.0,90,4.7,96,1002.1,0
2026-05-19 01:14:41,2026-05-19T05:00,-6.36,106.35316,24.9,91,4.0,99,1002.1,0
2026-05-19 01:14:41,2026-05-19T06:00,-6.36,106.35316,24.6,92,3.8,84,1002.5,0
2026-05-19 01:14:41,2026-05-19T07:00,-6.36,106.35316,25.7,89,3.9,74,1003.1,0
2026-05-19 01:14:41,2026-05-19T08:00,-6.36,106.35316,27.3,84,3.6,72,1003.8,0
2026-05-19 01:14:41,2026-05-19T09:00,-6.36,106.35316,28.7,75,7.3,31,1004.3,0
2026-05-19 01:14:41,2026-05-19T10:00,-6.36,106.35316,29.5,72,8.3,24,1004.3,0
2026-05-19 01:14:41,2026-05-19T11:00,-6.36,106.35316,30.0,71,8.3,100,1003.5,0
2026-05-19 01:14:41,2026-05-19T12:00,-6.36,106.35316,26.6,90,10.7,55,1003.1,1
2026-05-19 01:14:41,2026-05-19T13:00,-6.36,106.35316,27.8,83,5.1,65,1002.5,1
2026-05-19 01:14:41,2026-05-19T14:00,-6.36,106.35316,26.8,90,11.3,45,1001.6,1
2026-05-19 01:14:41,2026-05-19T15:00,-6.36,106.35316,27.0,93,6.8,21,1000.8,1
2026-05-19 01:14:41,2026-05-19T16:00,-6.36,106.35316,27.6,91,2.2,9,1000.3,1
2026-05-19 01:14:41,2026-05-19T17:00,-6.36,106.35316,27.5,92,4.5,30,1000.2,0
2026-05-19 01:14:41,2026-05-19T18:00,-6.36,106.35316,26.1,97,11.3,44,1000.9,0
2026-05-19 01:14:41,2026-05-19T19:00,-6.36,106.35316,25.5,97,2.2,23,1001.5,1
2026-05-19 01:14:41,2026-05-19T20:00,-6.36,106.35316,25.3,97,4.1,16,1002.8,0
2026-05-19 01:14:41,2026-05-19T21:00,-6.36,106.35316,25.1,97,4.2,6,1003.2,0
2026-05-19 01:14:41,2026-05-19T22:00,-6.36,106.35316,24.9,98,2.0,4,1003.7,0
2026-05-19 01:14:41,2026-05-19T23:00,-6.36,106.35316,24.6,99,0.7,12,1003.7,0
2026-05-19 01:14:41,2026-05-20T00:00,-6.36,106.35316,24.5,99,2.2,33,1003.3,0
2026-05-19 01:14:41,2026-05-18T01:00,-6.36,106.37632,24.4,93,3.4,98,1003.8,0
2026-05-19 01:14:41,2026-05-18T02:00,-6.36,106.37632,23.8,95,3.6,99,1003.4,0
2026-05-19 01:14:41,2026-05-18T03:00,-6.36,106.37632,23.5,96,3.2,97,1003.0,0
2026-05-19 01:14:41,2026-05-18T04:00,-6.36,106.37632,23.5,95,2.3,90,1003.0,0
2026-05-19 01:14:41,2026-05-18T05:00,-6.36,106.37632,23.4,94,2.2,92,1003.0,0
2026-05-19 01:14:41,2026-05-18T06:00,-6.36,106.37632,23.4,89,3.2,92,1003.2,0
2026-05-19 01:14:41,2026-05-18T07:00,-6.36,106.37632,25.2,82,4.1,34,1004.2,0
2026-05-19 01:14:41,2026-05-18T08:00,-6.36,106.37632,26.6,79,3.6,8,1004.7,0
2026-05-19 01:14:41,2026-05-18T09:00,-6.36,106.37632,28.5,73,2.7,13,1005.0,0
2026-05-19 01:14:41,2026-05-18T10:00,-6.36,106.37632,30.0,67,0.9,2,1004.6,0
2026-05-19 01:14:41,2026-05-18T11:00,-6.36,106.37632,31.0,64,3.1,2,1003.8,0
2026-05-19 01:14:41,2026-05-18T12:00,-6.36,106.37632,31.7,61,6.7,6,1003.0,0
2026-05-19 01:14:41,2026-05-18T13:00,-6.36,106.37632,32.5,53,8.7,6,1002.0,0
2026-05-19 01:14:41,2026-05-18T14:00,-6.36,106.37632,32.4,53,9.0,10,1001.4,0
2026-05-19 01:14:41,2026-05-18T15:00,-6.36,106.37632,31.6,59,11.2,20,1001.0,0
2026-05-19 01:14:41,2026-05-18T16:00,-6.36,106.37632,30.6,65,10.5,59,1000.9,0
2026-05-19 01:14:41,2026-05-18T17:00,-6.36,106.37632,29.5,73,7.6,37,1001.2,0
2026-05-19 01:14:41,2026-05-18T18:00,-6.36,106.37632,28.4,77,8.2,18,1002.0,0
2026-05-19 01:14:41,2026-05-18T19:00,-6.36,106.37632,27.6,82,8.2,21,1003.0,0
2026-05-19 01:14:41,2026-05-18T20:00,-6.36,106.37632,26.9,86,5.4,68,1004.1,0
2026-05-19 01:14:41,2026-05-18T21:00,-6.36,106.37632,26.4,88,5.5,84,1005.0,0
2026-05-19 01:14:41,2026-05-18T22:00,-6.36,106.37632,26.0,88,6.4,90,1005.4,0
2026-05-19 01:14:41,2026-05-18T23:00,-6.36,106.37632,25.9,88,6.6,96,1005.1,0
2026-05-19 01:14:41,2026-05-19T00:00,-6.36,106.37632,25.9,88,6.7,95,1004.9,0
2026-05-19 01:14:41,2026-05-19T01:00,-6.36,106.37632,25.6,88,5.2,80,1004.2,0
2026-05-19 01:14:41,2026-05-19T02:00,-6.36,106.37632,25.4,89,4.9,90,1003.7,0
2026-05-19 01:14:41,2026-05-19T03:00,-6.36,106.37632,25.2,89,5.2,95,1003.5,0
2026-05-19 01:14:41,2026-05-19T04:00,-6.36,106.37632,25.0,90,4.7,96,1003.3,0
2026-05-19 01:14:41,2026-05-19T05:00,-6.36,106.37632,24.9,91,4.0,99,1003.3,0
2026-05-19 01:14:41,2026-05-19T06:00,-6.36,106.37632,24.6,92,3.8,84,1003.7,0
2026-05-19 01:14:41,2026-05-19T07:00,-6.36,106.37632,25.7,89,3.9,74,1004.3,0
2026-05-19 01:14:41,2026-05-19T08:00,-6.36,106.37632,27.3,84,3.6,72,1005.1,0
2026-05-19 01:14:41,2026-05-19T09:00,-6.36,106.37632,28.7,75,7.3,31,1005.6,0
2026-05-19 01:14:41,2026-05-19T10:00,-6.36,106.37632,29.5,72,8.3,24,1005.5,0
2026-05-19 01:14:41,2026-05-19T11:00,-6.36,106.37632,30.0,71,8.3,100,1004.7,0
2026-05-19 01:14:41,2026-05-19T12:00,-6.36,106.37632,26.6,90,10.7,55,1004.4,1
2026-05-19 01:14:41,2026-05-19T13:00,-6.36,106.37632,27.8,83,5.1,65,1003.8,1
2026-05-19 01:14:41,2026-05-19T14:00,-6.36,106.37632,26.8,90,11.3,45,1002.9,1
2026-05-19 01:14:41,2026-05-19T15:00,-6.36,106.37632,27.0,93,6.8,21,1002.1,1
2026-05-19 01:14:41,2026-05-19T16:00,-6.36,106.37632,27.6,91,2.2,9,1001.6,1
2026-05-19 01:14:41,2026-05-19T17:00,-6.36,106.37632,27.5,92,4.5,30,1001.5,0
2026-05-19 01:14:41,2026-05-19T18:00,-6.36,106.37632,26.1,97,11.3,44,1002.2,0
2026-05-19 01:14:41,2026-05-19T19:00,-6.36,106.37632,25.5,97,2.2,23,1002.7,1
2026-05-19 01:14:41,2026-05-19T20:00,-6.36,106.37632,25.3,97,4.1,16,1004.0,0
2026-05-19 01:14:41,2026-05-19T21:00,-6.36,106.37632,25.1,97,4.2,6,1004.4,0
2026-05-19 01:14:41,2026-05-19T22:00,-6.36,106.37632,24.9,98,2.0,4,1004.9,0
2026-05-19 01:14:41,2026-05-19T23:00,-6.36,106.37632,24.6,99,0.7,12,1004.9,0
2026-05-19 01:14:41,2026-05-20T00:00,-6.36,106.37632,24.5,99,2.2,33,1004.6,0
2026-05-19 01:14:41,2026-05-18T01:00,-6.36,106.39947,24.0,93,2.1,98,1002.3,0
2026-05-19 01:14:41,2026-05-18T02:00,-6.36,106.39947,23.5,95,2.3,98,1001.8,0
2026-05-19 01:14:41,2026-05-18T03:00,-6.36,106.39947,23.2,97,2.6,95,1001.4,0
2026-05-19 01:14:41,2026-05-18T04:00,-6.36,106.39947,23.2,96,0.8,95,1001.4,0
2026-05-19 01:14:41,2026-05-18T05:00,-6.36,106.39947,23.1,95,1.0,84,1001.4,0
2026-05-19 01:14:41,2026-05-18T06:00,-6.36,106.39947,23.0,93,1.1,94,1001.7,0
2026-05-19 01:14:41,2026-05-18T07:00,-6.36,106.39947,24.9,83,3.4,33,1002.6,0
2026-05-19 01:14:41,2026-05-18T08:00,-6.36,106.39947,26.5,78,3.7,12,1003.2,0
2026-05-19 01:14:41,2026-05-18T09:00,-6.36,106.39947,28.5,72,2.3,10,1003.5,0
2026-05-19 01:14:41,2026-05-18T10:00,-6.36,106.39947,30.0,66,0.7,8,1003.0,0
2026-05-19 01:14:41,2026-05-18T11:00,-6.36,106.39947,31.1,62,2.1,2,1002.3,0
2026-05-19 01:14:41,2026-05-18T12:00,-6.36,106.39947,31.9,58,5.6,9,1001.5,0
2026-05-19 01:14:41,2026-05-18T13:00,-6.36,106.39947,32.6,53,8.8,21,1000.4,0
2026-05-19 01:14:41,2026-05-18T14:00,-6.36,106.39947,32.3,54,9.3,19,999.9,0
2026-05-19 01:14:41,2026-05-18T15:00,-6.36,106.39947,31.3,59,11.6,35,999.5,0
2026-05-19 01:14:41,2026-05-18T16:00,-6.36,106.39947,30.5,63,9.4,70,999.5,0
2026-05-19 01:14:41,2026-05-18T17:00,-6.36,106.39947,29.5,73,7.3,32,999.7,0
2026-05-19 01:14:41,2026-05-18T18:00,-6.36,106.39947,28.1,78,10.2,20,1000.5,0
2026-05-19 01:14:41,2026-05-18T19:00,-6.36,106.39947,27.4,83,8.7,16,1001.5,0
2026-05-19 01:14:41,2026-05-18T20:00,-6.36,106.39947,26.8,87,5.2,66,1002.5,0
2026-05-19 01:14:41,2026-05-18T21:00,-6.36,106.39947,26.4,88,7.0,84,1003.5,0
2026-05-19 01:14:41,2026-05-18T22:00,-6.36,106.39947,26.0,88,7.4,91,1003.9,1
2026-05-19 01:14:41,2026-05-18T23:00,-6.36,106.39947,25.9,88,8.9,96,1003.6,0
2026-05-19 01:14:41,2026-05-19T00:00,-6.36,106.39947,25.8,87,8.9,95,1003.4,0
2026-05-19 01:14:41,2026-05-19T01:00,-6.36,106.39947,25.5,88,7.2,87,1002.7,0
2026-05-19 01:14:41,2026-05-19T02:00,-6.36,106.39947,25.0,89,6.2,93,1002.2,0
2026-05-19 01:14:41,2026-05-19T03:00,-6.36,106.39947,24.9,91,5.6,95,1002.0,0
2026-05-19 01:14:41,2026-05-19T04:00,-6.36,106.39947,24.7,91,5.1,97,1001.7,0
2026-05-19 01:14:41,2026-05-19T05:00,-6.36,106.39947,24.5,92,4.2,98,1001.7,0
2026-05-19 01:14:41,2026-05-19T06:00,-6.36,106.39947,24.1,94,3.9,82,1002.1,0
2026-05-19 01:14:41,2026-05-19T07:00,-6.36,106.39947,25.5,89,3.8,64,1002.7,0
2026-05-19 01:14:41,2026-05-19T08:00,-6.36,106.39947,27.4,82,4.1,52,1003.5,0
2026-05-19 01:14:41,2026-05-19T09:00,-6.36,106.39947,28.6,75,7.1,23,1004.0,0
2026-05-19 01:14:41,2026-05-19T10:00,-6.36,106.39947,29.5,71,7.5,39,1003.9,1
2026-05-19 01:14:41,2026-05-19T11:00,-6.36,106.39947,29.9,71,7.3,100,1003.2,1
2026-05-19 01:14:41,2026-05-19T12:00,-6.36,106.39947,26.0,94,8.8,64,1002.9,1
2026-05-19 01:14:41,2026-05-19T13:00,-6.36,106.39947,28.0,83,0.5,61,1002.3,1
2026-05-19 01:14:41,2026-05-19T14:00,-6.36,106.39947,27.9,86,9.5,40,1001.3,1
2026-05-19 01:14:41,2026-05-19T15:00,-6.36,106.39947,28.3,86,5.7,20,1000.4,1
2026-05-19 01:14:41,2026-05-19T16:00,-6.36,106.39947,28.4,85,5.1,10,999.9,1
2026-05-19 01:14:41,2026-05-19T17:00,-6.36,106.39947,28.4,83,3.0,36,999.8,0
2026-05-19 01:14:41,2026-05-19T18:00,-6.36,106.39947,26.9,93,5.6,29,1000.5,0
2026-05-19 01:14:41,2026-05-19T19:00,-6.36,106.39947,25.6,96,3.2,16,1001.1,0
2026-05-19 01:14:41,2026-05-19T20:00,-6.36,106.39947,25.4,97,6.6,23,1002.4,0
2026-05-19 01:14:41,2026-05-19T21:00,-6.36,106.39947,25.2,96,4.4,10,1002.9,0
2026-05-19 01:14:41,2026-05-19T22:00,-6.36,106.39947,25.0,97,1.1,6,1003.3,0
2026-05-19 01:14:41,2026-05-19T23:00,-6.36,106.39947,24.8,98,0.5,23,1003.3,0
2026-05-19 01:14:41,2026-05-20T00:00,-6.36,106.39947,24.5,99,2.3,50,1003.0,0
2026-05-19 01:14:41,2026-05-18T01:00,-6.36,106.42263,24.0,93,2.1,98,1004.5,0
2026-05-19 01:14:41,2026-05-18T02:00,-6.36,106.42263,23.5,95,2.3,98,1004.0,0
2026-05-19 01:14:41,2026-05-18T03:00,-6.36,106.42263,23.2,97,2.6,95,1003.6,0
2026-05-19 01:14:41,2026-05-18T04:00,-6.36,106.42263,23.2,96,0.8,95,1003.6,0
2026-05-19 01:14:41,2026-05-18T05:00,-6.36,106.42263,23.1,95,1.0,84,1003.6,0
2026-05-19 01:14:41,2026-05-18T06:00,-6.36,106.42263,23.0,93,1.1,94,1003.9,0
2026-05-19 01:14:41,2026-05-18T07:00,-6.36,106.42263,24.9,83,3.4,33,1004.8,0
2026-05-19 01:14:41,2026-05-18T08:00,-6.36,106.42263,26.5,78,3.7,12,1005.3,0
2026-05-19 01:14:41,2026-05-18T09:00,-6.36,106.42263,28.5,72,2.3,10,1005.7,0
2026-05-19 01:14:41,2026-05-18T10:00,-6.36,106.42263,30.0,66,0.7,8,1005.2,0
2026-05-19 01:14:41,2026-05-18T11:00,-6.36,106.42263,31.1,62,2.1,2,1004.4,0
2026-05-19 01:14:41,2026-05-18T12:00,-6.36,106.42263,31.9,58,5.6,9,1003.6,0
2026-05-19 01:14:41,2026-05-18T13:00,-6.36,106.42263,32.6,53,8.8,21,1002.5,0
2026-05-19 01:14:41,2026-05-18T14:00,-6.36,106.42263,32.3,54,9.3,19,1002.0,0
2026-05-19 01:14:41,2026-05-18T15:00,-6.36,106.42263,31.3,59,11.6,35,1001.6,0
2026-05-19 01:14:41,2026-05-18T16:00,-6.36,106.42263,30.5,63,9.4,70,1001.6,0
2026-05-19 01:14:41,2026-05-18T17:00,-6.36,106.42263,29.5,73,7.3,32,1001.9,0
2026-05-19 01:14:41,2026-05-18T18:00,-6.36,106.42263,28.1,78,10.2,20,1002.7,0
2026-05-19 01:14:41,2026-05-18T19:00,-6.36,106.42263,27.4,83,8.7,16,1003.6,0
2026-05-19 01:14:41,2026-05-18T20:00,-6.36,106.42263,26.8,87,5.2,66,1004.6,0
2026-05-19 01:14:41,2026-05-18T21:00,-6.36,106.42263,26.4,88,7.0,84,1005.7,0
2026-05-19 01:14:41,2026-05-18T22:00,-6.36,106.42263,26.0,88,7.4,91,1006.1,1
2026-05-19 01:14:41,2026-05-18T23:00,-6.36,106.42263,25.9,88,8.9,96,1005.8,0
2026-05-19 01:14:41,2026-05-19T00:00,-6.36,106.42263,25.8,87,8.9,95,1005.6,0
2026-05-19 01:14:41,2026-05-19T01:00,-6.36,106.42263,25.5,88,7.2,87,1004.9,0
2026-05-19 01:14:41,2026-05-19T02:00,-6.36,106.42263,25.0,89,6.2,93,1004.4,0
2026-05-19 01:14:41,2026-05-19T03:00,-6.36,106.42263,24.9,91,5.6,95,1004.2,0
2026-05-19 01:14:41,2026-05-19T04:00,-6.36,106.42263,24.7,91,5.1,97,1003.9,0
2026-05-19 01:14:41,2026-05-19T05:00,-6.36,106.42263,24.5,92,4.2,98,1003.9,0
2026-05-19 01:14:41,2026-05-19T06:00,-6.36,106.42263,24.1,94,3.9,82,1004.3,0
2026-05-19 01:14:41,2026-05-19T07:00,-6.36,106.42263,25.5,89,3.8,64,1004.9,0
2026-05-19 01:14:41,2026-05-19T08:00,-6.36,106.42263,27.4,82,4.1,52,1005.6,0
2026-05-19 01:14:41,2026-05-19T09:00,-6.36,106.42263,28.6,75,7.1,23,1006.2,0
2026-05-19 01:14:41,2026-05-19T10:00,-6.36,106.42263,29.5,71,7.5,39,1006.1,1
2026-05-19 01:14:41,2026-05-19T11:00,-6.36,106.42263,29.9,71,7.3,100,1005.4,1
2026-05-19 01:14:41,2026-05-19T12:00,-6.36,106.42263,26.0,94,8.8,64,1005.1,1
2026-05-19 01:14:41,2026-05-19T13:00,-6.36,106.42263,28.0,83,0.5,61,1004.4,1
2026-05-19 01:14:41,2026-05-19T14:00,-6.36,106.42263,27.9,86,9.5,40,1003.5,1
2026-05-19 01:14:41,2026-05-19T15:00,-6.36,106.42263,28.3,86,5.7,20,1002.6,1
2026-05-19 01:14:41,2026-05-19T16:00,-6.36,106.42263,28.4,85,5.1,10,1002.1,1
2026-05-19 01:14:41,2026-05-19T17:00,-6.36,106.42263,28.4,83,3.0,36,1002.0,0
2026-05-19 01:14:41,2026-05-19T18:00,-6.36,106.42263,26.9,93,5.6,29,1002.6,0
2026-05-19 01:14:41,2026-05-19T19:00,-6.36,106.42263,25.6,96,3.2,16,1003.3,0
2026-05-19 01:14:41,2026-05-19T20:00,-6.36,106.42263,25.4,97,6.6,23,1004.6,0
2026-05-19 01:14:41,2026-05-19T21:00,-6.36,106.42263,25.2,96,4.4,10,1005.1,0
2026-05-19 01:14:41,2026-05-19T22:00,-6.36,106.42263,25.0,97,1.1,6,1005.5,0
2026-05-19 01:14:41,2026-05-19T23:00,-6.36,106.42263,24.8,98,0.5,23,1005.5,0
2026-05-19 01:14:41,2026-05-20T00:00,-6.36,106.42263,24.5,99,2.3,50,1005.2,0
2026-05-19 01:14:41,2026-05-18T01:00,-6.36,106.44579,24.0,93,2.1,98,1001.5,0
2026-05-19 01:14:41,2026-05-18T02:00,-6.36,106.44579,23.5,95,2.3,98,1001.0,0
2026-05-19 01:14:41,2026-05-18T03:00,-6.36,106.44579,23.2,97,2.6,95,1000.6,0
2026-05-19 01:14:41,2026-05-18T04:00,-6.36,106.44579,23.2,96,0.8,95,1000.6,0
2026-05-19 01:14:41,2026-05-18T05:00,-6.36,106.44579,23.1,95,1.0,84,1000.6,0
2026-05-19 01:14:41,2026-05-18T06:00,-6.36,106.44579,23.0,93,1.1,94,1000.9,0
2026-05-19 01:14:41,2026-05-18T07:00,-6.36,106.44579,24.9,83,3.4,33,1001.8,0
2026-05-19 01:14:41,2026-05-18T08:00,-6.36,106.44579,26.5,78,3.7,12,1002.4,0
2026-05-19 01:14:41,2026-05-18T09:00,-6.36,106.44579,28.5,72,2.3,10,1002.7,0
2026-05-19 01:14:41,2026-05-18T10:00,-6.36,106.44579,30.0,66,0.7,8,1002.2,0
2026-05-19 01:14:41,2026-05-18T11:00,-6.36,106.44579,31.1,62,2.1,2,1001.5,0
2026-05-19 01:14:41,2026-05-18T12:00,-6.36,106.44579,31.9,58,5.6,9,1000.7,0
2026-05-19 01:14:41,2026-05-18T13:00,-6.36,106.44579,32.6,53,8.8,21,999.6,0
2026-05-19 01:14:41,2026-05-18T14:00,-6.36,106.44579,32.3,54,9.3,19,999.1,0
2026-05-19 01:14:41,2026-05-18T15:00,-6.36,106.44579,31.3,59,11.6,35,998.7,0
2026-05-19 01:14:41,2026-05-18T16:00,-6.36,106.44579,30.5,63,9.4,70,998.7,0
2026-05-19 01:14:41,2026-05-18T17:00,-6.36,106.44579,29.5,73,7.3,32,998.9,0
2026-05-19 01:14:41,2026-05-18T18:00,-6.36,106.44579,28.1,78,10.2,20,999.7,0
2026-05-19 01:14:41,2026-05-18T19:00,-6.36,106.44579,27.4,83,8.7,16,1000.7,0
2026-05-19 01:14:41,2026-05-18T20:00,-6.36,106.44579,26.8,87,5.2,66,1001.7,0
2026-05-19 01:14:41,2026-05-18T21:00,-6.36,106.44579,26.4,88,7.0,84,1002.7,0
2026-05-19 01:14:41,2026-05-18T22:00,-6.36,106.44579,26.0,88,7.4,91,1003.1,1
2026-05-19 01:14:41,2026-05-18T23:00,-6.36,106.44579,25.9,88,8.9,96,1002.8,0
2026-05-19 01:14:41,2026-05-19T00:00,-6.36,106.44579,25.8,87,8.9,95,1002.6,0
